session_id,t,station,state,buffer_in,buffer_out,t_global
0,929.67,3,WORKING,0,0,929.67
0,941.27,5,DOWN,0,3,941.27
0,945.24,2,WORKING,0,0,945.24
0,945.24,1,WORKING,0,0,945.24
0,950.36,8,STARVED,0,0,950.36
0,950.36,9,WORKING,0,0,950.36
0,952.54,7,STARVED,0,0,952.54
0,952.54,8,WORKING,0,0,952.54
0,953.46,0,WORKING,3,1,953.46
0,955.09,10,STARVED,0,0,955.09
0,955.09,11,WORKING,0,0,955.09
0,968.39,3,STARVED,0,1,968.39
0,975.87,7,WORKING,0,0,975.87
0,975.87,6,WORKING,2,0,975.87
0,977.69,5,WORKING,0,2,977.69
0,978.7,4,WORKING,0,1,978.7
0,993.05,9,STARVED,0,0,993.05
0,993.05,10,WORKING,0,0,993.05
0,997.64,1,WORKING,0,1,997.64
0,998.11,3,WORKING,0,0,998.11
0,998.11,2,WORKING,0,0,998.11
0,1003.29,11,STARVED,0,0,1003.29
0,1004.29,8,STARVED,0,0,1004.29
0,1004.29,9,WORKING,0,0,1004.29
0,1009.11,0,WORKING,3,1,1009.11
0,1023.14,7,STARVED,0,0,1023.14
0,1023.14,8,WORKING,0,0,1023.14
0,1032.92,5,WORKING,0,3,1032.92
0,1033.08,3,STARVED,0,1,1033.08
0,1044.81,4,WORKING,0,1,1044.81
0,1045.35,0,WORKING,3,2,1045.35
0,1054.18,2,STARVED,0,0,1054.18
0,1054.18,3,WORKING,0,0,1054.18
0,1054.71,7,WORKING,0,0,1054.71
0,1054.71,6,WORKING,2,0,1054.71
0,1058.27,10,STARVED,0,0,1058.27
0,1058.27,11,WORKING,0,0,1058.27
0,1060.7,9,STARVED,0,0,1060.7
0,1060.7,10,WORKING,0,0,1060.7
0,1060.84,2,WORKING,0,0,1060.84
0,1060.84,1,WORKING,1,0,1060.84
0,1068.14,8,STARVED,0,0,1068.14
0,1068.14,9,WORKING,0,0,1068.14
0,1089.75,5,WORKING,0,3,1089.75
0,1092.8,0,WORKING,3,2,1092.8
0,1098.07,4,STARVED,0,1,1098.07
0,1099.52,3,STARVED,0,0,1099.52
0,1099.52,4,WORKING,0,1,1099.52
0,1102.34,1,WORKING,1,1,1102.34
0,1105.23,3,WORKING,0,0,1105.23
0,1105.23,2,WORKING,0,0,1105.23
0,1105.9,7,STARVED,0,0,1105.9
0,1105.9,8,WORKING,0,0,1105.9
0,1111.62,10,STARVED,0,1,1111.62
0,1112.72,9,STARVED,0,0,1112.72
0,1112.72,10,WORKING,0,1,1112.72
0,1113.61,11,WORKING,0,0,1113.61
0,1130.16,7,WORKING,0,0,1130.16
0,1130.16,6,WORKING,2,0,1130.16
0,1136.08,5,WORKING,0,3,1136.08
0,1140.56,4,STARVED,0,1,1140.56
0,1141.96,1,WORKING,0,1,1141.96
0,1146.98,2,WORKING,0,1,1146.98
0,1149.01,0,WORKING,3,1,1149.01
0,1152.68,4,WORKING,0,1,1152.68
0,1152.68,3,WORKING,0,0,1152.68
0,1155.23,8,STARVED,0,0,1155.23
0,1155.23,9,WORKING,0,0,1155.23
0,1159.99,10,STARVED,0,1,1159.99
0,1169.46,11,WORKING,0,0,1169.46
0,1175.21,7,STARVED,0,0,1175.21
0,1175.21,8,WORKING,0,0,1175.21
0,1179.61,5,WORKING,0,4,1179.61
0,1192.84,3,STARVED,0,1,1192.84
0,1193.27,2,STARVED,0,0,1193.27
0,1193.27,3,WORKING,0,1,1193.27
0,1194.0,7,WORKING,0,0,1194.0
0,1194.0,6,WORKING,3,0,1194.0
0,1195.97,2,WORKING,0,0,1195.97
0,1195.97,1,WORKING,0,0,1195.97
0,1196.23,0,WORKING,3,1,1196.23
0,1200.59,9,STARVED,0,0,1200.59
0,1200.59,10,WORKING,0,0,1200.59
0,1217.56,4,WORKING,0,1,1217.56
0,1219.82,11,STARVED,0,0,1219.82
0,1222.88,5,WORKING,0,4,1222.88
0,1224.53,8,STARVED,0,0,1224.53
0,1224.53,9,WORKING,0,0,1224.53
0,1243.38,2,STARVED,0,1,1243.38
0,1243.97,0,WORKING,3,2,1243.97
0,1249.61,2,WORKING,0,1,1249.61
0,1249.61,1,WORKING,1,0,1249.61
0,1253.63,3,WORKING,0,1,1253.63
0,1254.44,6,WORKING,3,1,1254.44
0,1254.48,8,WORKING,0,0,1254.48
0,1254.48,7,WORKING,0,0,1254.48
0,1255.47,10,STARVED,0,0,1255.47
0,1255.47,11,WORKING,0,0,1255.47
0,1269.68,5,STARVED,0,4,1269.68
0,1273.77,9,STARVED,0,0,1273.77
0,1273.77,10,WORKING,0,0,1273.77
0,1283.33,5,WORKING,0,4,1283.33
0,1283.33,4,WORKING,0,0,1283.33
0,1294.13,0,WORKING,3,2,1294.13
0,1295.56,2,STARVED,0,1,1295.56
0,1300.21,7,STARVED,0,1,1300.21
0,1301.95,11,STARVED,0,0,1301.95
0,1304.8,3,WORKING,0,1,1304.8
0,1309.11,9,WORKING,0,0,1309.11
0,1309.11,8,WORKING,0,0,1309.11
0,1309.89,2,WORKING,0,0,1309.89
0,1309.89,1,WORKING,1,0,1309.89
0,1335.84,5,BLOCKED,0,4,1335.84
0,1336.98,3,STARVED,0,2,1336.98
0,1339.4,10,STARVED,0,0,1339.4
0,1339.4,11,WORKING,0,0,1339.4
0,1340.12,0,WORKING,3,2,1340.12
0,1340.17,4,WORKING,1,1,1340.17
0,1350.61,7,WORKING,0,0,1350.61
0,1350.61,6,WORKING,4,0,1350.61
0,1350.61,5,WORKING,0,4,1350.61
0,1358.53,8,STARVED,0,1,1358.53
0,1361.18,2,STARVED,0,0,1361.18
0,1361.18,3,WORKING,0,1,1361.18
0,1363.99,2,WORKING,0,0,1363.99
0,1363.99,1,WORKING,1,0,1363.99
0,1364.75,10,WORKING,0,0,1364.75
0,1364.75,9,WORKING,0,0,1364.75
0,1384.29,11,STARVED,0,0,1384.29
0,1394.35,6,WORKING,3,1,1394.35
0,1397.77,5,STARVED,0,4,1397.77
0,1400.84,0,WORKING,3,2,1400.84
0,1401.9,5,WORKING,0,4,1401.9
0,1401.9,4,WORKING,0,0,1401.9
0,1407.68,8,WORKING,0,0,1407.68
0,1407.68,7,WORKING,0,0,1407.68
0,1413.54,2,STARVED,0,1,1413.54
0,1413.59,9,STARVED,0,1,1413.59
0,1422.48,3,WORKING,0,1,1422.48
0,1425.74,2,WORKING,0,0,1425.74
0,1425.74,1,WORKING,1,0,1425.74
0,1427.4,11,WORKING,0,0,1427.4
0,1427.4,10,WORKING,0,0,1427.4
0,1451.24,5,BLOCKED,0,4,1451.24
0,1453.1,4,WORKING,0,1,1453.1
0,1453.24,0,WORKING,3,2,1453.24
0,1454.62,8,STARVED,0,0,1454.62
0,1454.62,9,WORKING,0,0,1454.62
0,1456.33,7,STARVED,0,0,1456.33
0,1456.33,8,WORKING,0,0,1456.33
0,1464.24,3,STARVED,0,1,1464.24
0,1473.05,7,WORKING,0,0,1473.05
0,1473.05,6,WORKING,4,0,1473.05
0,1473.05,5,WORKING,0,4,1473.05
0,1477.64,2,STARVED,0,0,1477.64
0,1477.64,3,WORKING,0,1,1477.64
0,1481.93,2,WORKING,0,0,1481.93
0,1481.93,1,WORKING,1,0,1481.93
0,1484.56,11,STARVED,0,0,1484.56
0,1489.08,10,STARVED,0,0,1489.08
0,1489.08,11,WORKING,0,0,1489.08
0,1500.0,0,WORKING,3,2,1500.0
0,1503.15,8,STARVED,0,1,1503.15
0,1514.17,4,WORKING,0,1,1514.17
0,1514.77,10,WORKING,0,0,1514.77
0,1514.77,9,WORKING,0,0,1514.77
0,1520.46,7,STARVED,0,0,1520.46
0,1520.46,8,WORKING,0,0,1520.46
0,1528.81,3,STARVED,0,1,1528.81
0,1530.9,5,BLOCKED,1,4,1530.9
0,1532.48,1,WORKING,1,1,1532.48
0,1536.35,3,WORKING,0,1,1536.35
0,1536.35,2,WORKING,0,0,1536.35
0,1539.24,11,STARVED,0,0,1539.24
0,1557.06,7,WORKING,0,0,1557.06
0,1557.06,6,WORKING,4,0,1557.06
0,1557.06,5,WORKING,0,4,1557.06
0,1559.97,0,WORKING,3,2,1559.97
0,1568.48,8,STARVED,0,1,1568.48
0,1571.77,1,WORKING,1,1,1571.77
0,1575.22,4,WORKING,0,1,1575.22
0,1575.33,9,WORKING,0,1,1575.33
0,1579.19,11,WORKING,0,0,1579.19
0,1579.19,10,WORKING,0,0,1579.19
0,1582.18,3,STARVED,0,1,1582.18
0,1582.52,3,WORKING,0,1,1582.52
0,1582.52,2,WORKING,0,0,1582.52
0,1599.93,7,STARVED,0,0,1599.93
0,1599.93,8,WORKING,0,0,1599.93
0,1604.07,5,BLOCKED,1,4,1604.07
0,1611.55,0,WORKING,3,2,1611.55
0,1612.99,1,WORKING,1,1,1612.99
0,1622.25,4,WORKING,0,2,1622.25
0,1624.06,7,WORKING,0,0,1624.06
0,1624.06,6,WORKING,4,0,1624.06
0,1624.06,5,WORKING,1,4,1624.06
0,1624.11,10,STARVED,0,1,1624.11
0,1630.09,9,STARVED,0,0,1630.09
0,1630.09,10,WORKING,0,1,1630.09
0,1635.66,11,WORKING,0,0,1635.66
0,1635.78,3,STARVED,0,1,1635.78
0,1639.0,3,WORKING,0,1,1639.0
0,1639.0,2,WORKING,0,0,1639.0
0,1651.15,1,WORKING,0,1,1651.15
0,1654.07,8,STARVED,0,0,1654.07
0,1654.07,9,WORKING,0,0,1654.07
0,1663.13,5,BLOCKED,1,4,1663.13
0,1663.42,0,WORKING,3,1,1663.42
0,1669.99,7,STARVED,0,0,1669.99
0,1669.99,8,WORKING,0,0,1669.99
0,1674.17,4,WORKING,0,2,1674.17
0,1676.86,10,STARVED,0,1,1676.86
0,1683.13,3,STARVED,0,1,1683.13
0,1687.74,9,STARVED,0,0,1687.74
0,1687.74,10,WORKING,0,1,1687.74
0,1692.05,11,WORKING,0,0,1692.05
0,1692.62,3,WORKING,0,1,1692.62
0,1692.62,2,WORKING,0,0,1692.62
0,1699.61,4,WORKING,0,3,1699.61
0,1699.75,7,WORKING,0,0,1699.75
0,1699.75,6,WORKING,4,0,1699.75
0,1699.75,5,WORKING,2,4,1699.75
0,1712.13,1,WORKING,0,1,1712.13
0,1716.95,0,WORKING,3,1,1716.95
0,1721.13,8,STARVED,0,0,1721.13
0,1721.13,9,WORKING,0,0,1721.13
0,1731.5,10,STARVED,0,1,1731.5
0,1733.3,4,STARVED,0,3,1733.3
0,1733.84,11,WORKING,0,0,1733.84
0,1739.19,3,STARVED,0,0,1739.19
0,1739.19,4,WORKING,0,3,1739.19
0,1747.18,3,WORKING,0,0,1747.18
0,1747.18,2,WORKING,0,0,1747.18
0,1753.33,1,WORKING,0,1,1753.33
0,1753.83,5,BLOCKED,3,4,1753.83
0,1756.97,7,STARVED,0,0,1756.97
0,1756.97,8,WORKING,0,0,1756.97
0,1763.9,0,WORKING,3,1,1763.9
0,1765.99,7,WORKING,0,0,1765.99
0,1765.99,6,WORKING,4,0,1765.99
0,1765.99,5,WORKING,2,4,1765.99
0,1774.8,9,STARVED,0,0,1774.8
0,1774.8,10,WORKING,0,0,1774.8
0,1781.3,11,STARVED,0,0,1781.3
0,1787.12,4,STARVED,0,3,1787.12
0,1789.09,2,WORKING,0,1,1789.09
0,1793.57,4,WORKING,0,3,1793.57
0,1793.57,3,WORKING,0,0,1793.57
0,1802.9,0,WORKING,3,2,1802.9
0,1803.22,7,STARVED,0,1,1803.22
0,1804.16,1,WORKING,1,1,1804.16
0,1809.01,5,BLOCKED,3,4,1809.01
0,1811.48,9,WORKING,0,0,1811.48
0,1811.48,8,WORKING,0,0,1811.48
0,1827.34,10,STARVED,0,0,1827.34
0,1827.34,11,WORKING,0,0,1827.34
0,1828.04,2,WORKING,0,1,1828.04
0,1830.4,4,STARVED,0,4,1830.4
0,1841.01,4,WORKING,0,4,1841.01
0,1841.01,3,WORKING,0,0,1841.01
0,1841.98,7,WORKING,0,0,1841.98
0,1841.98,6,WORKING,4,0,1841.98
0,1841.98,5,WORKING,3,4,1841.98
0,1850.84,0,WORKING,3,2,1850.84
0,1855.45,1,WORKING,1,1,1855.45
0,1864.77,11,STARVED,0,0,1864.77
0,1866.13,9,STARVED,0,0,1866.13
0,1866.13,10,WORKING,0,0,1866.13
0,1876.86,8,STARVED,0,0,1876.86
0,1876.86,9,WORKING,0,0,1876.86
0,1887.85,7,STARVED,0,0,1887.85
0,1887.85,8,WORKING,0,0,1887.85
0,1888.08,2,WORKING,0,1,1888.08
0,1888.91,3,WORKING,0,1,1888.91
0,1890.44,5,BLOCKED,3,4,1890.44
0,1891.05,4,WORKING,0,4,1891.05
0,1899.96,0,WORKING,3,2,1899.96
0,1901.0,1,WORKING,1,1,1901.0
0,1912.69,7,WORKING,0,0,1912.69
0,1912.69,6,WORKING,4,0,1912.69
0,1912.69,5,WORKING,3,4,1912.69
0,1922.7,10,STARVED,0,0,1922.7
0,1922.7,11,WORKING,0,0,1922.7
0,1922.7,9,STARVED,0,0,1922.7
0,1922.7,10,WORKING,0,0,1922.7
0,1923.72,4,STARVED,0,4,1923.72
0,1926.5,2,WORKING,0,1,1926.5
0,1936.02,8,STARVED,0,0,1936.02
0,1936.02,9,WORKING,0,0,1936.02
0,1949.15,0,WORKING,3,2,1949.15
0,1951.92,4,WORKING,0,4,1951.92
0,1951.92,3,WORKING,0,0,1951.92
0,1956.96,5,BLOCKED,4,4,1956.96
0,1961.1,1,WORKING,1,1,1961.1
0,1963.87,7,STARVED,0,0,1963.87
0,1963.87,8,WORKING,0,0,1963.87
0,1966.56,11,STARVED,0,0,1966.56
0,1967.96,10,STARVED,0,0,1967.96
0,1967.96,11,WORKING,0,0,1967.96
0,1973.01,2,WORKING,0,1,1973.01
0,1992.43,3,WORKING,0,1,1992.43
0,2000.65,9,STARVED,0,0,2000.65
0,2000.65,10,WORKING,0,0,2000.65
0,2000.73,7,WORKING,0,0,2000.73
0,2000.73,6,WORKING,4,0,2000.73
0,2000.73,5,WORKING,3,4,2000.73
0,2007.47,2,STARVED,0,1,2007.47
0,2008.38,2,WORKING,0,1,2008.38
0,2008.38,1,WORKING,0,0,2008.38
0,2010.51,4,WORKING,0,4,2010.51
0,2015.63,0,WORKING,3,1,2015.63
0,2019.94,11,STARVED,0,0,2019.94
0,2022.2,8,STARVED,0,0,2022.2
0,2022.2,9,WORKING,0,0,2022.2
0,2042.31,7,STARVED,0,0,2042.31
0,2042.31,8,WORKING,0,0,2042.31
0,2046.7,3,WORKING,0,1,2046.7
0,2047.42,5,BLOCKED,4,4,2047.42
0,2047.72,2,STARVED,0,1,2047.72
0,2057.76,10,STARVED,0,0,2057.76
0,2057.76,11,WORKING,0,0,2057.76
0,2061.71,2,WORKING,0,1,2061.71
0,2061.71,1,WORKING,0,0,2061.71
0,2065.78,0,WORKING,3,1,2065.78
0,2069.02,4,BLOCKED,1,4,2069.02
0,2075.11,9,STARVED,0,0,2075.11
0,2075.11,10,WORKING,0,0,2075.11
0,2090.46,7,WORKING,0,0,2090.46
0,2090.46,6,WORKING,4,0,2090.46
0,2090.46,5,WORKING,4,4,2090.46
0,2090.46,4,WORKING,0,4,2090.46
0,2090.95,3,WORKING,0,1,2090.95
0,2098.91,11,STARVED,0,0,2098.91
0,2100.17,2,STARVED,0,1,2100.17
0,2106.83,8,STARVED,0,0,2106.83
0,2106.83,9,WORKING,0,0,2106.83
0,2109.73,2,WORKING,0,1,2109.73
0,2109.73,1,WORKING,0,0,2109.73
0,2115.84,0,WORKING,3,1,2115.84
0,2124.96,10,STARVED,0,0,2124.96
0,2124.96,11,WORKING,0,0,2124.96
0,2131.94,3,WORKING,0,2,2131.94
0,2143.4,7,STARVED,0,0,2143.4
0,2143.4,8,WORKING,0,0,2143.4
0,2145.78,4,BLOCKED,2,4,2145.78
0,2150.94,5,BLOCKED,4,4,2150.94
0,2162.73,2,STARVED,0,1,2162.73
0,2166.13,9,STARVED,0,0,2166.13
0,2166.13,10,WORKING,0,0,2166.13
0,2166.85,7,WORKING,0,0,2166.85
0,2166.85,6,WORKING,4,0,2166.85
0,2166.85,5,WORKING,4,4,2166.85
0,2166.85,4,WORKING,1,4,2166.85
0,2168.93,0,WORKING,3,2,2168.93
0,2170.12,11,STARVED,0,0,2170.12
0,2172.43,2,WORKING,0,1,2172.43
0,2172.43,1,WORKING,1,0,2172.43
0,2174.3,3,WORKING,0,2,2174.3
0,2177.86,8,STARVED,0,0,2177.86
0,2177.86,9,WORKING,0,0,2177.86
0,2215.3,10,STARVED,0,0,2215.3
0,2215.3,11,WORKING,0,0,2215.3
0,2216.27,0,WORKING,3,2,2216.27
0,2217.4,3,STARVED,0,3,2217.4
0,2218.61,7,STARVED,0,0,2218.61
0,2218.61,8,WORKING,0,0,2218.61
0,2222.03,5,BLOCKED,4,4,2222.03
0,2224.92,4,BLOCKED,3,4,2224.92
0,2228.01,1,WORKING,1,1,2228.01
0,2228.54,3,WORKING,0,3,2228.54
0,2228.54,2,WORKING,0,0,2228.54
0,2235.26,7,WORKING,0,0,2235.26
0,2235.26,6,WORKING,4,0,2235.26
0,2235.26,5,WORKING,4,4,2235.26
0,2235.26,4,WORKING,2,4,2235.26
0,2240.12,9,STARVED,0,0,2240.12
0,2240.12,10,WORKING,0,0,2240.12
0,2264.77,11,STARVED,0,0,2264.77
0,2267.96,0,WORKING,3,2,2267.96
0,2269.27,8,STARVED,0,0,2269.27
0,2269.27,9,WORKING,0,0,2269.27
0,2270.38,3,STARVED,0,3,2270.38
0,2275.5,5,BLOCKED,4,4,2275.5
0,2276.69,4,BLOCKED,3,4,2276.69
0,2277.54,2,STARVED,0,0,2277.54
0,2277.54,3,WORKING,0,3,2277.54
0,2281.21,2,WORKING,0,0,2281.21
0,2281.21,1,WORKING,1,0,2281.21
0,2286.03,7,STARVED,0,0,2286.03
0,2286.03,8,WORKING,0,0,2286.03
0,2297.47,10,STARVED,0,0,2297.47
0,2297.47,11,WORKING,0,0,2297.47
0,2314.85,7,WORKING,0,0,2314.85
0,2314.85,6,WORKING,4,0,2314.85
0,2314.85,5,WORKING,4,4,2314.85
0,2314.85,4,WORKING,2,4,2314.85
0,2317.58,0,WORKING,3,2,2317.58
0,2322.94,9,STARVED,0,0,2322.94
0,2322.94,10,WORKING,0,0,2322.94
0,2323.46,2,STARVED,0,1,2323.46
0,2324.79,3,WORKING,0,3,2324.79
0,2330.28,2,WORKING,0,0,2330.28
0,2330.28,1,WORKING,1,0,2330.28
0,2341.47,11,STARVED,0,0,2341.47
0,2350.98,8,STARVED,0,0,2350.98
0,2350.98,9,WORKING,0,0,2350.98
0,2353.96,7,STARVED,0,0,2353.96
0,2353.96,8,WORKING,0,0,2353.96
0,2360.27,5,BLOCKED,4,4,2360.27
0,2365.98,0,WORKING,3,2,2365.98
0,2366.16,2,STARVED,0,1,2366.16
0,2367.18,3,WORKING,0,4,2367.18
0,2367.95,4,BLOCKED,4,4,2367.95
0,2369.94,10,STARVED,0,0,2369.94
0,2369.94,11,WORKING,0,0,2369.94
0,2371.85,7,WORKING,0,0,2371.85
0,2371.85,6,WORKING,4,0,2371.85
0,2371.85,5,WORKING,4,4,2371.85
0,2371.85,4,WORKING,3,4,2371.85
0,2394.7,2,WORKING,0,0,2394.7
0,2394.7,1,WORKING,1,0,2394.7
0,2406.11,8,STARVED,0,1,2406.11
0,2410.11,10,WORKING,0,0,2410.11
0,2410.11,9,WORKING,0,0,2410.11
0,2410.34,3,STARVED,0,4,2410.34
0,2417.8,7,STARVED,0,0,2417.8
0,2417.8,8,WORKING,0,0,2417.8
0,2419.1,4,BLOCKED,4,4,2419.1
0,2419.15,0,WORKING,3,2,2419.15
0,2423.69,5,BLOCKED,4,4,2423.69
0,2430.0,11,STARVED,0,0,2430.0
0,2432.85,2,STARVED,0,0,2432.85
0,2432.85,3,WORKING,0,4,2432.85
0,2444.38,7,WORKING,0,0,2444.38
0,2444.38,6,WORKING,4,0,2444.38
0,2444.38,5,WORKING,4,4,2444.38
0,2444.38,4,WORKING,3,4,2444.38
