session_id,unit_id,response,defect_occurred_at,defect_caught_at,S0_humidity,S0_pressure,S0_temperature,S0_torque,S0_vibration,S1_humidity,S1_pressure,S1_temperature,S1_torque,S1_vibration,S2_humidity,S2_pressure,S2_temperature,S2_torque,S2_vibration,S3_humidity,S3_pressure,S3_temperature,S3_torque,S3_vibration,S5_humidity,S5_pressure,S5_temperature,S5_torque,S5_vibration,S6_humidity,S6_pressure,S6_temperature,S6_torque,S6_vibration,S7_humidity,S7_pressure,S7_temperature,S7_torque,S7_vibration,S8_humidity,S8_pressure,S8_temperature,S8_torque,S8_vibration,S10_humidity,S10_pressure,S10_temperature,S10_torque,S10_vibration,S11_humidity,S11_pressure,S11_temperature,S11_torque,S11_vibration
0,11,0,,,45.9246,30.3039,70.7049,49.4296,0.1613,45.6987,33.1619,69.7332,50.7352,0.1935,44.852,32.7138,73.2997,51.1778,0.1713,47.3677,30.8654,67.5799,49.2656,0.166,48.0447,29.222,68.3728,51.2287,0.2027,43.5304,27.9279,73.6886,48.5222,0.1892,44.2803,31.4247,73.8423,49.4197,0.2039,43.8612,33.0646,72.9224,50.0431,0.2311,45.6929,31.4587,71.607,50.5732,0.1972,44.2227,27.8917,70.3462,49.8452,0.2029
0,12,0,,,46.685,34.0044,70.4815,48.7481,0.1608,46.8664,27.1337,67.2807,51.8591,0.1857,44.0993,30.0687,66.7987,48.672,0.1597,47.49,31.5344,71.0741,50.2815,0.2683,49.6331,27.0218,74.5323,51.6994,0.1721,44.082,29.2193,69.9003,49.4812,0.1703,43.485,32.3292,71.2832,51.7857,0.207,43.9826,30.2298,72.1178,51.458,0.1684,45.4548,30.8959,70.8308,49.6313,0.1536,44.1301,30.1223,70.4142,50.0017,0.1794
0,13,0,,,48.1466,26.8314,71.3323,51.2771,0.1454,45.7018,27.0448,68.4079,50.1156,0.1999,45.377,30.3622,70.4875,47.3035,0.2181,47.911,33.6357,67.5875,48.068,0.1987,47.2779,31.6925,65.3069,52.5138,0.1982,43.0362,28.0778,70.9522,52.4762,0.1956,43.2882,30.2198,64.8439,50.6059,0.127,45.0392,27.5939,72.4819,49.1635,0.1568,45.4387,30.6584,69.8606,53.5667,0.252,43.9107,29.2753,68.6545,50.3551,0.2406
0,14,0,,,47.6243,33.3111,69.2226,51.1689,0.2076,45.1139,29.6278,69.0795,49.9928,0.1989,46.1969,26.4037,66.4021,49.5112,0.2045,47.0366,32.3188,69.111,49.1055,0.1996,46.5804,28.3741,73.7725,47.5448,0.2037,44.252,29.5641,74.6657,47.8953,0.1512,42.1382,28.2889,66.3557,50.0718,0.1997,44.2639,29.5092,68.2066,49.5595,0.224,43.5366,26.9552,71.8097,53.3302,0.2007,42.9259,30.6431,67.7192,49.1408,0.1476
0,15,0,,,46.8227,27.4752,68.6517,46.8815,0.2168,46.77,29.7566,68.9871,47.9971,0.2065,45.2914,30.0506,70.5698,51.4291,0.1447,47.9158,29.8648,71.706,49.1397,0.1966,46.9866,31.0299,68.248,51.0228,0.2144,44.8265,26.7613,73.3862,50.9406,0.1881,42.1618,30.8902,70.9135,51.7475,0.1926,44.5425,27.8884,70.8794,51.4886,0.2049,42.7221,31.2744,68.7795,48.0458,0.22,43.1901,32.7403,72.3148,52.1641,0.2274
0,16,0,,,46.9311,29.2707,70.0688,49.5621,0.2122,47.1981,27.2458,69.4024,49.3856,0.2823,46.6375,29.1364,67.1166,47.557,0.2903,49.7302,31.7774,69.8986,51.2179,0.1748,47.1106,28.9448,67.679,50.2162,0.1659,45.2852,28.043,69.4304,52.1373,0.1464,42.9783,32.2976,69.9915,49.9736,0.1827,44.8496,29.2813,70.7842,51.1906,0.1677,44.5287,30.7253,69.3512,48.319,0.1824,43.7577,29.5578,70.2417,48.4322,0.2008
0,17,0,,,47.4969,30.7168,71.96,50.712,0.1954,48.0722,29.3739,72.0392,51.5341,0.2148,44.8175,30.2761,68.4374,49.5522,0.2201,50.3636,33.0337,72.88,48.1512,0.1683,46.8137,28.722,69.2747,48.5093,0.1823,44.567,28.5929,70.1672,49.2169,0.2063,41.7032,29.1488,69.3793,50.1388,0.1953,44.4332,27.5796,67.3932,49.4019,0.2212,44.636,30.2901,70.3673,50.2193,0.2021,43.2587,29.9776,70.9581,48.6758,0.2109
0,18,0,,,46.5438,29.7386,71.5355,52.8042,0.2224,47.7422,30.035,70.1562,47.1374,0.2039,43.0246,33.3152,68.5953,49.4778,0.1705,49.2532,26.746,67.5912,48.7433,0.1994,47.8988,29.2906,71.5532,50.4875,0.1628,44.0225,30.375,68.2207,49.6312,0.1885,42.6484,32.6637,67.3753,51.8688,0.2617,44.0181,31.2883,68.8485,50.3317,0.1818,44.3813,31.9893,72.2431,50.2166,0.2017,42.9693,33.3306,71.5971,49.4023,0.2675
0,19,0,,,47.1119,29.5676,68.9859,51.011,0.2058,47.5297,30.7175,67.9033,50.1623,0.2383,44.2004,30.6426,72.1894,51.5054,0.1428,48.5552,28.0426,69.8621,51.0306,0.2436,47.5501,32.0047,66.4916,49.7095,0.1691,44.4112,31.8159,69.6862,49.3073,0.1832,42.6308,30.6706,67.3307,47.8068,0.2009,43.2772,28.9777,70.2064,53.7714,0.1878,44.0448,34.1674,67.8329,48.4355,0.1381,43.5408,29.8018,70.7155,49.0464,0.2216
0,20,0,,,46.6012,30.3455,73.6705,53.4444,0.2317,47.9819,28.7227,66.9911,50.8828,0.1789,44.3338,33.3779,72.3979,51.3491,0.1777,48.578,30.9446,67.5852,51.415,0.177,47.0289,32.6748,72.771,51.3381,0.1847,43.803,26.5664,68.8496,48.8232,0.2985,43.737,30.3778,69.2983,48.946,0.2069,42.8917,29.7596,71.9744,49.05,0.203,43.2003,27.8838,69.96,53.921,0.223,43.2054,31.1033,65.8842,50.4864,0.1804
0,21,0,,,46.8497,35.1342,69.2882,51.1324,0.1921,46.6488,28.9263,69.6105,48.7811,0.1898,44.6571,28.4335,68.5251,46.7198,0.212,46.846,31.9897,69.8472,46.3178,0.2028,47.0821,32.0861,69.6087,48.2336,0.206,42.6685,27.6839,70.0807,48.6747,0.2027,43.1012,29.345,68.1695,47.3815,0.2539,43.4051,28.3408,67.607,49.3704,0.1955,44.1019,29.9711,70.1578,47.5756,0.1872,40.8863,30.074,63.7686,52.1111,0.1672
0,22,0,,,46.3824,31.7281,69.3865,50.536,0.2316,47.893,29.527,69.483,49.5139,0.2103,44.7108,32.1224,72.7499,50.3768,0.2023,47.8334,29.2435,69.4722,52.0893,0.1738,47.1826,33.1452,69.211,49.4207,0.1795,42.6614,31.422,69.5502,49.0033,0.2123,43.3936,28.5823,67.7558,51.5376,0.2085,41.1245,32.3524,67.0458,49.7624,0.1679,43.5115,29.7387,67.6793,49.9735,0.1569,39.6072,28.6335,64.7232,50.1796,0.1997
0,23,0,,,45.9531,30.0595,68.6539,49.432,0.1776,46.0076,27.457,68.9892,52.899,0.2413,43.064,25.2035,70.0975,47.2191,0.1604,47.4991,29.234,69.004,47.6595,0.2358,46.233,29.3247,67.5424,49.1107,0.1826,40.935,28.8788,67.8559,50.2236,0.2023,43.9989,33.6183,68.8106,50.8475,0.1711,42.1203,28.3916,69.2597,49.826,0.2032,44.427,28.8359,68.7039,51.2635,0.1928,41.7811,28.0771,72.4547,50.3891,0.134
0,24,0,,,46.6179,32.6368,68.8725,48.5319,0.1697,46.8709,30.4694,70.4883,50.7834,0.2122,43.3163,32.8398,73.3479,51.2398,0.1222,46.8931,32.0968,74.0073,50.2502,0.1202,45.0561,30.3108,65.2351,50.3907,0.2131,41.3667,26.3155,71.5477,48.2823,0.2165,45.3639,30.6858,65.7336,49.7028,0.1541,41.3055,31.8072,69.7419,48.9791,0.2117,45.3086,27.2794,68.5486,49.6468,0.2122,39.3215,30.6113,70.4661,50.2353,0.2282
0,25,0,,,47.9035,31.6115,72.0538,49.0485,0.1943,47.2511,30.5048,69.0865,50.2828,0.2122,44.0561,28.9453,70.4341,51.4303,0.2252,47.6138,31.0087,70.4846,51.4907,0.2065,45.9324,32.3802,72.7725,50.2493,0.1843,41.306,29.3744,69.1218,49.0318,0.152,44.7284,29.4341,70.3504,49.9227,0.2351,41.0395,32.4289,69.4352,50.1837,0.155,44.9433,34.1257,67.1651,49.8846,0.1995,39.7311,27.8631,70.2548,48.2605,0.1866
0,26,0,,,47.467,31.2764,70.5113,51.4923,0.2038,47.2545,27.9754,73.8015,50.3086,0.2033,45.0394,29.3073,70.8005,48.1596,0.2209,45.3742,30.0543,72.2692,49.5352,0.2144,46.4549,29.6518,69.6517,49.6856,0.1964,40.9991,29.5582,68.6343,50.0628,0.1976,45.2809,30.1371,69.6251,46.4994,0.2058,42.8127,29.3835,68.0399,50.0565,0.2158,45.9056,32.3176,68.892,47.8779,0.1674,40.3268,28.4046,69.0213,50.6862,0.1721
0,27,0,,,48.5578,30.8577,72.3933,49.6156,0.2483,46.8266,30.6693,73.3943,49.5518,0.2188,45.4928,31.7779,73.2225,48.7283,0.1553,45.1586,31.2764,69.8414,51.8817,0.2214,46.9851,31.0888,70.4215,49.4796,0.1839,42.8666,31.0049,71.1149,50.7923,0.1915,44.125,30.8193,71.5253,49.5931,0.2193,43.3759,30.81,70.0086,49.909,0.2313,44.4649,29.4981,71.0673,47.9737,0.1478,41.0696,30.3064,68.545,50.2243,0.2025
0,28,0,,,47.5053,27.7063,71.9238,48.7974,0.2198,48.3334,31.0817,68.2354,47.9634,0.2808,45.3291,28.5945,69.4197,48.2114,0.2003,43.1704,32.1168,67.3952,50.1341,0.2093,44.3058,29.2051,70.5977,50.7303,0.1856,41.5403,25.2879,66.8502,48.5193,0.201,46.0704,31.3866,70.5671,51.0073,0.1557,42.5707,27.8018,70.5791,47.0434,0.218,43.7193,31.3071,71.5029,48.9601,0.1955,42.9938,29.8174,70.9187,48.1955,0.2705
0,29,0,,,46.2934,27.8821,68.1762,48.0727,0.2037,45.425,29.2338,72.4629,50.0111,0.21,46.0747,31.4091,68.6317,51.5931,0.1705,45.0985,27.3979,68.5566,53.1004,0.2557,43.3961,26.7778,67.9407,50.0489,0.196,41.5953,32.1054,64.9153,49.6388,0.2176,44.7531,29.6757,69.1462,48.8363,0.2121,45.2475,31.1797,70.9302,46.9824,0.2393,44.2014,27.9755,68.2415,49.1095,0.1645,42.3302,29.4782,72.7394,48.6827,0.1459
0,30,0,,,46.7054,30.9655,67.6443,49.1817,0.2081,44.1683,29.9775,69.1632,52.1363,0.1817,45.9702,28.1816,68.8589,52.3277,0.2073,43.2373,29.8798,70.48,51.0508,0.2287,43.6933,33.2984,71.5064,48.4115,0.1888,43.9315,28.9499,70.0392,48.0406,0.1938,43.4087,32.5136,69.8965,48.5593,0.158,45.446,30.6662,71.9214,50.4102,0.1851,44.0509,28.1776,69.8634,53.4046,0.2107,42.9438,31.2874,71.3924,50.4683,0.2268
0,31,0,,,45.0788,28.3818,71.7372,51.0295,0.2217,44.6874,28.1321,69.959,51.3905,0.1819,46.987,27.8445,71.6105,50.7615,0.1716,45.2261,28.0926,67.7961,51.2355,0.1939,42.742,28.0096,69.3015,49.1254,0.2147,43.5917,33.0291,70.5791,50.2535,0.1873,43.5722,32.423,70.7869,50.0355,0.219,44.4903,32.8309,68.0041,50.395,0.2304,45.6314,27.6986,72.1299,51.7991,0.2192,42.0313,30.5979,69.8215,49.1935,0.1871
0,32,0,,,44.8052,27.2262,69.8266,49.8012,0.215,44.6942,31.397,69.386,50.3452,0.2204,47.2314,33.6739,69.6256,54.7809,0.1811,43.1451,26.6542,68.1786,52.5963,0.1887,40.6837,27.5402,65.808,51.9707,0.2404,43.4254,32.3718,67.4807,48.8155,0.2814,43.2869,28.5479,69.2147,51.7221,0.1863,43.603,30.4393,68.3419,48.5303,0.1938,46.3116,31.0527,71.5705,49.5669,0.1802,41.8122,30.6175,71.3258,48.9842,0.1722
0,33,0,,,44.8812,27.3327,70.465,50.3831,0.1827,46.2205,30.3233,68.9898,49.5437,0.1914,47.3848,29.4533,70.5457,50.2111,0.145,43.6623,28.218,69.8163,46.8854,0.2147,41.8628,28.021,72.2486,51.3908,0.1779,42.9656,30.1499,68.3945,49.1326,0.1667,44.4088,27.2941,68.3287,48.7993,0.2149,44.251,31.0868,69.0072,49.0247,0.2156,45.5681,31.8211,74.0881,53.0935,0.18,39.8653,27.8609,71.4038,48.9229,0.2407
0,34,0,,,45.3102,33.315,69.6392,46.9715,0.1843,46.2594,31.839,72.2969,52.2562,0.1514,45.3524,29.2201,72.467,47.8836,0.169,43.6814,31.1761,73.9294,51.5135,0.1903,41.7829,30.3656,68.6626,47.1493,0.2531,44.3202,28.7766,71.9161,48.3338,0.1927,45.6537,24.8696,67.8565,47.998,0.1732,41.9136,28.8671,72.5819,51.1918,0.1834,45.5964,30.5525,70.0295,50.3844,0.1958,40.838,30.7575,69.2443,47.6008,0.2089
0,35,0,,,46.1944,29.2014,71.973,50.9306,0.142,46.6169,28.9115,73.0085,48.994,0.1689,45.678,30.7469,70.7428,52.0614,0.1905,44.3627,28.1386,66.9933,52.3478,0.1788,42.02,32.4354,68.565,48.5299,0.1682,43.9572,28.3414,66.4023,49.1275,0.2157,45.1306,28.8738,71.0773,52.091,0.2222,42.7968,33.8876,68.2005,50.8003,0.1879,44.0263,31.9212,72.9955,48.7368,0.2376,40.4703,32.3772,71.3915,49.5431,0.26
0,36,0,,,47.5396,32.0019,67.4804,53.4564,0.1887,45.0394,28.6992,65.2857,49.3512,0.226,45.571,30.1186,67.4979,48.3663,0.1756,44.2457,30.3087,71.1963,49.8802,0.1838,42.3944,30.1444,73.508,49.5772,0.2105,43.049,31.2758,71.5055,51.0092,0.183,45.5841,28.7317,71.4339,51.4828,0.212,42.104,29.946,70.7147,50.8603,0.2353,43.7232,31.0762,71.4085,48.1106,0.169,41.2536,31.0542,72.598,47.3889,0.1902
0,37,0,,,46.2892,30.4103,68.8919,48.7726,0.181,45.8655,31.0432,68.2518,49.6983,0.2306,47.1352,28.2517,70.9,51.0747,0.1892,45.8404,31.7878,71.5802,51.7519,0.2286,42.4119,31.302,67.4183,49.3479,0.2066,45.0423,28.6533,71.6602,49.8808,0.2426,46.5735,31.5272,67.7098,51.2198,0.1796,42.5179,25.7385,69.4659,52.2281,0.2187,44.0028,28.7794,70.7941,49.878,0.1932,40.1138,31.429,70.7162,47.7458,0.182
0,38,0,,,46.6014,27.7783,68.9888,48.0062,0.2181,45.3237,28.3743,67.2492,50.2095,0.2355,45.9219,27.6949,69.2406,48.4209,0.2016,46.5218,32.4094,72.8839,50.7708,0.2452,40.9249,34.2363,66.0773,48.8429,0.2265,46.145,33.5002,69.6335,51.4498,0.2408,48.0518,32.415,70.3898,51.6555,0.151,42.3976,26.5682,71.7425,49.2598,0.2196,44.362,27.6759,69.6881,47.6935,0.2199,41.4949,29.5595,69.4907,50.2375,0.1863
0,39,0,,,46.1321,30.0236,68.4402,52.2586,0.1785,45.9214,31.7192,70.9878,47.6394,0.2822,45.748,28.9307,70.8701,51.0145,0.2347,44.4479,31.1705,70.2055,46.5045,0.1572,42.5589,30.1468,74.4293,51.9488,0.2206,46.0833,32.0073,71.538,48.8979,0.1747,48.6392,30.7794,69.4041,50.699,0.2018,41.7111,27.6332,69.3571,49.1019,0.2231,44.5341,30.6253,70.1936,49.7211,0.1933,41.8954,31.714,72.4021,51.9863,0.2315
0,40,0,,,43.9483,30.0104,70.7875,45.7452,0.1642,44.5156,29.689,69.3924,46.4825,0.2318,46.7756,29.4405,71.7235,50.9468,0.2283,44.4007,28.462,71.3836,49.9311,0.1908,42.0756,28.0056,68.6066,49.1701,0.1777,46.5985,31.1846,67.6757,50.3901,0.1848,46.7585,30.549,71.4805,51.4508,0.1884,43.2896,30.8912,70.524,51.2093,0.2212,42.5743,29.9478,67.732,49.842,0.2269,41.8247,27.5085,66.095,48.6041,0.1964
0,41,0,,,45.3112,27.7101,69.7307,50.3555,0.1627,44.3535,31.2448,67.8829,52.2925,0.1535,45.5463,30.6043,67.6475,50.7386,0.2086,45.256,30.0412,67.7222,51.6454,0.1704,43.17,28.8437,71.8878,50.7014,0.1862,46.7675,32.7232,72.1727,50.1049,0.1567,47.7011,31.1703,69.425,48.0063,0.2485,42.0897,31.5918,65.2054,51.072,0.2428,43.2159,31.1109,71.4082,50.1859,0.2495,42.5862,30.7495,68.3681,47.8605,0.2025
0,42,0,,,45.5357,29.9453,68.6723,50.6483,0.1452,43.5541,29.9886,69.8253,50.9017,0.2584,46.1426,28.5205,68.9335,50.6608,0.1826,43.9652,30.9897,67.7658,49.9493,0.2265,42.2992,33.4197,69.0581,50.7928,0.1831,47.2565,30.4972,71.5794,51.2542,0.2087,46.9367,26.5405,67.6274,46.6725,0.1427,42.3921,30.9146,74.0497,50.5624,0.2525,44.0046,30.9191,70.0452,52.1127,0.1899,42.332,28.1913,70.1981,49.9041,0.1617
0,43,0,,,47.1502,29.236,70.2456,48.8125,0.2197,45.3334,26.4185,71.0451,47.9609,0.2093,45.9379,27.5614,67.1557,49.324,0.152,43.8884,31.1809,65.966,50.1007,0.1797,41.3015,28.0805,70.5664,49.421,0.1875,46.248,28.4108,68.1946,52.0791,0.1785,46.7923,27.3044,73.5417,50.3194,0.1784,41.2061,30.0292,68.6946,48.975,0.2318,44.7145,28.0406,71.5058,49.9222,0.2683,41.3643,27.8249,69.2064,50.3964,0.1892
0,44,0,,,47.158,29.0546,65.9999,50.995,0.2236,46.9007,27.2504,70.0769,48.7093,0.1818,45.7922,31.9457,72.1604,45.5033,0.1996,43.5177,31.66,69.4814,50.4805,0.2272,41.8843,29.7736,71.0472,53.6929,0.1944,45.9701,30.8913,71.6757,48.9489,0.1935,47.5827,28.1224,67.8836,52.7297,0.2114,40.9567,33.5793,70.4751,49.2033,0.2179,44.5591,23.2645,69.4562,49.399,0.1856,42.6924,32.0692,68.9782,52.3719,0.2254
0,45,0,,,47.2504,31.6825,68.9716,50.2631,0.2066,45.2487,27.6677,72.7429,50.9975,0.254,47.1013,30.3147,68.6289,51.483,0.1806,43.7664,29.3103,70.7397,48.9969,0.1318,43.3909,32.9318,68.6732,49.4107,0.1661,45.6745,30.0035,64.6463,49.5012,0.1848,47.6574,30.8543,70.9227,52.3315,0.2157,40.8786,31.813,68.6133,47.8862,0.1376,44.6549,28.7473,71.935,49.872,0.2444,40.5545,30.4281,70.0732,50.0802,0.2194
0,46,0,,,47.4024,31.0363,70.9766,48.6807,0.2127,47.3663,29.8452,72.0398,48.8443,0.2221,46.5544,31.7359,73.1672,50.9533,0.1542,43.7822,29.7744,68.9453,50.889,0.2289,42.6598,30.5456,68.4706,49.0415,0.2016,45.9902,31.9383,73.0888,49.4231,0.148,47.6255,29.1073,66.5376,48.5641,0.2205,40.1938,32.1618,69.4026,48.2848,0.244,46.5911,31.05,69.5581,50.5111,0.1759,40.9247,31.3251,71.8436,48.9888,0.2039
0,47,0,,,46.8361,28.8477,72.3319,51.4624,0.18,47.5604,29.2756,71.9732,49.2922,0.2216,47.6965,29.6237,71.908,50.5546,0.2336,46.0104,25.9895,70.409,49.8231,0.1818,44.8307,29.4778,67.9874,52.0957,0.1904,45.545,29.4996,70.9485,48.6915,0.1956,47.1384,32.7751,68.7256,50.3456,0.1868,39.4533,29.8222,70.7595,51.6991,0.2669,46.4803,25.3411,67.4974,49.6373,0.2367,42.4058,33.1929,66.7139,49.9541,0.2073
0,48,0,,,49.2236,30.7652,69.5855,48.0209,0.1828,47.7591,31.0621,71.5249,49.4652,0.1622,47.5166,30.2534,70.8551,50.4813,0.2039,43.7252,29.8553,73.1834,51.9237,0.2675,43.538,29.0237,71.7887,49.0975,0.2245,45.1331,35.8425,68.8074,49.3462,0.2208,47.0344,32.4895,72.0482,49.1168,0.2325,40.7625,29.5966,69.6819,48.7416,0.2042,48.1017,33.454,72.3222,49.9506,0.2017,43.2036,28.2624,69.9275,48.4026,0.172
0,49,1,3.0,4.0,49.6345,29.8835,70.4726,51.4842,0.1618,48.6639,26.0712,69.7378,49.8514,0.2262,48.1834,25.7574,70.2045,49.0882,0.1978,43.0503,31.8431,73.0103,53.8296,0.2742,44.5318,29.8476,74.3388,51.2895,0.1836,46.2514,33.6967,69.4801,50.1101,0.2463,46.3626,32.3472,69.3499,46.9145,0.1862,40.2186,28.9752,70.2971,49.5473,0.1844,48.1526,25.3481,70.7564,53.1734,0.2218,42.6761,29.7072,71.423,49.6802,0.1754
0,50,0,,,50.0758,29.3071,69.3635,49.7825,0.2208,46.8941,32.7712,71.3962,48.8706,0.1721,46.521,27.9114,69.5424,49.6977,0.2008,42.9128,30.2411,77.2133,58.3465,0.336,44.2299,31.1923,69.2701,53.6472,0.2078,43.8953,30.5596,67.7833,51.1183,0.1784,47.6955,29.2522,72.6123,50.5001,0.1354,40.0509,27.2966,76.0507,48.5645,0.1642,48.6223,31.1111,71.6711,49.9251,0.2439,42.2472,32.0843,68.8087,50.787,0.1604
0,51,0,,,49.5442,26.1544,70.6158,51.7295,0.2122,46.6577,30.9481,70.8239,51.477,0.202,47.2174,31.6931,74.6444,50.0059,0.2059,43.7334,30.3079,79.794,61.2862,0.4468,42.9871,29.2896,71.313,49.3439,0.2038,46.2984,32.954,69.9671,51.8678,0.2009,48.3019,28.6102,68.4363,51.244,0.1977,41.2675,31.4684,71.1456,46.7686,0.2171,49.823,30.0942,71.1971,50.8051,0.204,42.8426,30.7221,68.8409,51.644,0.1935
0,52,0,,,50.4928,27.7503,70.7232,52.2875,0.1693,47.506,27.2212,73.1901,51.0923,0.1997,46.2138,30.1506,70.5254,50.7555,0.1702,44.0561,29.09,76.2116,59.1421,0.3621,42.6582,30.0951,69.8543,49.4042,0.173,44.7636,29.8791,70.9164,49.499,0.179,48.6257,31.401,72.0725,51.5557,0.2442,41.1249,28.2965,69.4777,52.0845,0.2257,48.2693,26.5391,70.8212,51.772,0.1796,42.3737,29.6011,69.6388,48.5544,0.1916
0,53,0,,,50.8919,29.7734,68.3847,47.5247,0.1607,45.0533,30.2689,67.0991,50.3122,0.1974,47.3833,30.2049,71.4333,52.6516,0.1776,42.8947,27.3911,78.075,59.4462,0.3552,42.845,30.3012,70.3044,48.6947,0.1662,44.8499,33.3247,67.9333,51.2695,0.1295,48.3705,31.0049,69.7414,49.8803,0.2141,41.6084,28.9822,69.6407,47.5793,0.1366,48.58,32.4298,70.0259,49.7891,0.2129,43.0463,29.6815,67.8463,51.2957,0.1792
