session_id,t,station,channel,value,t_global
0,220.0,5,pressure,29.7424,220.0
0,220.0,5,humidity,45.6878,220.0
0,220.0,6,torque,50.2641,220.0
0,220.0,6,vibration,0.1956,220.0
0,220.0,6,temperature,70.727,220.0
0,220.0,6,pressure,27.7827,220.0
0,220.0,6,humidity,45.2275,220.0
0,220.0,7,torque,50.6146,220.0
0,220.0,7,vibration,0.1748,220.0
0,220.0,7,temperature,68.6239,220.0
0,220.0,7,pressure,27.877,220.0
0,220.0,7,humidity,43.082,220.0
0,220.0,8,torque,50.0155,220.0
0,220.0,8,vibration,0.2145,220.0
0,220.0,8,temperature,74.2874,220.0
0,220.0,8,pressure,31.8024,220.0
0,220.0,8,humidity,45.563,220.0
0,220.0,10,torque,49.054,220.0
0,220.0,10,vibration,0.1817,220.0
0,220.0,10,temperature,69.2101,220.0
0,220.0,10,pressure,32.0294,220.0
0,220.0,10,humidity,42.8117,220.0
0,220.0,11,torque,45.9487,220.0
0,220.0,11,vibration,0.257,220.0
0,220.0,11,temperature,68.9801,220.0
0,220.0,11,pressure,31.3248,220.0
0,220.0,11,humidity,44.4782,220.0
0,230.0,0,torque,50.0521,230.0
0,230.0,0,vibration,0.2317,230.0
0,230.0,0,temperature,74.18,230.0
0,230.0,0,pressure,28.6352,230.0
0,230.0,0,humidity,45.0486,230.0
0,230.0,1,torque,47.5914,230.0
0,230.0,1,vibration,0.2223,230.0
0,230.0,1,temperature,71.689,230.0
0,230.0,1,pressure,28.1012,230.0
0,230.0,1,humidity,43.8197,230.0
0,230.0,2,torque,49.5282,230.0
0,230.0,2,vibration,0.1692,230.0
0,230.0,2,temperature,66.8453,230.0
0,230.0,2,pressure,29.1822,230.0
0,230.0,2,humidity,46.8964,230.0
0,230.0,3,torque,51.4943,230.0
0,230.0,3,vibration,0.1465,230.0
0,230.0,3,temperature,69.4887,230.0
0,230.0,3,pressure,31.8035,230.0
0,230.0,3,humidity,45.1881,230.0
0,230.0,5,torque,47.657,230.0
0,230.0,5,vibration,0.2079,230.0
0,230.0,5,temperature,71.0924,230.0
0,230.0,5,pressure,30.4064,230.0
0,230.0,5,humidity,46.7592,230.0
0,230.0,6,torque,49.092,230.0
0,230.0,6,vibration,0.2065,230.0
0,230.0,6,temperature,71.9715,230.0
0,230.0,6,pressure,29.4732,230.0
0,230.0,6,humidity,45.268,230.0
0,230.0,7,torque,49.179,230.0
0,230.0,7,vibration,0.2069,230.0
0,230.0,7,temperature,70.7436,230.0
0,230.0,7,pressure,30.5354,230.0
0,230.0,7,humidity,41.827,230.0
0,230.0,8,torque,49.3459,230.0
0,230.0,8,vibration,0.1735,230.0
0,230.0,8,temperature,73.0994,230.0
0,230.0,8,pressure,27.6241,230.0
0,230.0,8,humidity,46.2953,230.0
0,230.0,10,torque,49.4914,230.0
0,230.0,10,vibration,0.2143,230.0
0,230.0,10,temperature,71.286,230.0
0,230.0,10,pressure,30.9599,230.0
0,230.0,10,humidity,43.4036,230.0
0,230.0,11,torque,50.2173,230.0
0,230.0,11,vibration,0.2602,230.0
0,230.0,11,temperature,69.5625,230.0
0,230.0,11,pressure,30.2332,230.0
0,230.0,11,humidity,44.7041,230.0
0,240.0,0,torque,50.3336,240.0
0,240.0,0,vibration,0.2484,240.0
0,240.0,0,temperature,67.3623,240.0
0,240.0,0,pressure,26.7675,240.0
0,240.0,0,humidity,44.7434,240.0
0,240.0,1,torque,49.4793,240.0
0,240.0,1,vibration,0.1977,240.0
0,240.0,1,temperature,70.3596,240.0
0,240.0,1,pressure,30.4864,240.0
0,240.0,1,humidity,43.3044,240.0
0,240.0,2,torque,50.4151,240.0
0,240.0,2,vibration,0.2543,240.0
0,240.0,2,temperature,68.9002,240.0
0,240.0,2,pressure,30.4055,240.0
0,240.0,2,humidity,45.7283,240.0
0,240.0,3,torque,46.8991,240.0
0,240.0,3,vibration,0.1507,240.0
0,240.0,3,temperature,74.0617,240.0
0,240.0,3,pressure,28.6723,240.0
0,240.0,3,humidity,45.2977,240.0
0,240.0,5,torque,51.7535,240.0
0,240.0,5,vibration,0.2088,240.0
0,240.0,5,temperature,71.825,240.0
0,240.0,5,pressure,29.7707,240.0
0,240.0,5,humidity,45.4653,240.0
0,240.0,6,torque,52.0451,240.0
0,240.0,6,vibration,0.1921,240.0
0,240.0,6,temperature,68.0587,240.0
0,240.0,6,pressure,29.965,240.0
0,240.0,6,humidity,44.617,240.0
0,240.0,7,torque,49.2926,240.0
0,240.0,7,vibration,0.23,240.0
0,240.0,7,temperature,72.7847,240.0
0,240.0,7,pressure,31.7788,240.0
0,240.0,7,humidity,42.1443,240.0
0,240.0,8,torque,51.2043,240.0
0,240.0,8,vibration,0.2,240.0
0,240.0,8,temperature,65.6503,240.0
0,240.0,8,pressure,27.7436,240.0
0,240.0,8,humidity,46.4528,240.0
0,240.0,10,torque,52.1378,240.0
0,240.0,10,vibration,0.2062,240.0
0,240.0,10,temperature,64.7456,240.0
0,240.0,10,pressure,29.226,240.0
0,240.0,10,humidity,43.1623,240.0
0,240.0,11,torque,50.6014,240.0
0,240.0,11,vibration,0.2406,240.0
0,240.0,11,temperature,68.95,240.0
0,240.0,11,pressure,29.3587,240.0
0,240.0,11,humidity,45.7664,240.0
0,250.0,0,torque,49.9379,250.0
0,250.0,0,vibration,0.2253,250.0
0,250.0,0,temperature,68.7433,250.0
0,250.0,0,pressure,33.3924,250.0
0,250.0,0,humidity,45.6622,250.0
0,250.0,1,torque,51.1957,250.0
0,250.0,1,vibration,0.1926,250.0
0,250.0,1,temperature,71.8919,250.0
0,250.0,1,pressure,31.2184,250.0
0,250.0,1,humidity,44.4638,250.0
0,250.0,2,torque,52.0769,250.0
0,250.0,2,vibration,0.2241,250.0
0,250.0,2,temperature,69.0442,250.0
0,250.0,2,pressure,29.5573,250.0
0,250.0,2,humidity,45.96,250.0
0,250.0,3,torque,50.105,250.0
0,250.0,3,vibration,0.2134,250.0
0,250.0,3,temperature,68.628,250.0
0,250.0,3,pressure,32.5335,250.0
0,250.0,3,humidity,46.3494,250.0
0,250.0,5,torque,48.6453,250.0
0,250.0,5,vibration,0.176,250.0
0,250.0,5,temperature,69.5746,250.0
0,250.0,5,pressure,31.1499,250.0
0,250.0,5,humidity,47.4361,250.0
0,250.0,6,torque,50.764,250.0
0,250.0,6,vibration,0.223,250.0
0,250.0,6,temperature,68.4672,250.0
0,250.0,6,pressure,32.1544,250.0
0,250.0,6,humidity,44.7882,250.0
0,250.0,7,torque,51.5456,250.0
0,250.0,7,vibration,0.161,250.0
0,250.0,7,temperature,67.0731,250.0
0,250.0,7,pressure,28.617,250.0
0,250.0,7,humidity,41.8041,250.0
0,250.0,8,torque,50.8307,250.0
0,250.0,8,vibration,0.1744,250.0
0,250.0,8,temperature,69.1472,250.0
0,250.0,8,pressure,30.8326,250.0
0,250.0,8,humidity,46.0526,250.0
0,250.0,10,torque,48.9119,250.0
0,250.0,10,vibration,0.1899,250.0
0,250.0,10,temperature,71.9966,250.0
0,250.0,10,pressure,30.1949,250.0
0,250.0,10,humidity,43.9104,250.0
0,250.0,11,torque,51.0875,250.0
0,250.0,11,vibration,0.1997,250.0
0,250.0,11,temperature,70.5848,250.0
0,250.0,11,pressure,30.4026,250.0
0,250.0,11,humidity,44.2596,250.0
0,260.0,0,torque,50.87,260.0
0,260.0,0,vibration,0.2386,260.0
0,260.0,0,temperature,71.6155,260.0
0,260.0,0,pressure,29.2617,260.0
0,260.0,0,humidity,44.4299,260.0
0,260.0,1,torque,49.6002,260.0
0,260.0,1,vibration,0.1818,260.0
0,260.0,1,temperature,70.0513,260.0
0,260.0,1,pressure,30.8623,260.0
0,260.0,1,humidity,43.8592,260.0
0,260.0,2,torque,52.2524,260.0
0,260.0,2,vibration,0.2186,260.0
0,260.0,2,temperature,68.5306,260.0
0,260.0,2,pressure,29.21,260.0
0,260.0,2,humidity,44.5236,260.0
0,260.0,3,torque,51.577,260.0
0,260.0,3,vibration,0.1944,260.0
0,260.0,3,temperature,72.2838,260.0
0,260.0,3,pressure,32.0803,260.0
0,260.0,3,humidity,46.1907,260.0
0,260.0,5,torque,51.9037,260.0
0,260.0,5,vibration,0.2095,260.0
0,260.0,5,temperature,71.0162,260.0
0,260.0,5,pressure,30.333,260.0
0,260.0,5,humidity,47.0211,260.0
0,260.0,6,torque,50.571,260.0
0,260.0,6,vibration,0.2339,260.0
0,260.0,6,temperature,69.2101,260.0
0,260.0,6,pressure,28.7569,260.0
0,260.0,6,humidity,45.5796,260.0
0,260.0,7,torque,51.7285,260.0
0,260.0,7,vibration,0.2168,260.0
0,260.0,7,temperature,68.2513,260.0
0,260.0,7,pressure,29.7149,260.0
0,260.0,7,humidity,42.5284,260.0
0,260.0,8,torque,50.0657,260.0
0,260.0,8,vibration,0.1711,260.0
0,260.0,8,temperature,72.8934,260.0
0,260.0,8,pressure,31.9201,260.0
0,260.0,8,humidity,44.1465,260.0
0,260.0,10,torque,49.0208,260.0
0,260.0,10,vibration,0.2376,260.0
0,260.0,10,temperature,66.9298,260.0
0,260.0,10,pressure,30.0626,260.0
0,260.0,10,humidity,43.557,260.0
0,260.0,11,torque,52.8932,260.0
0,260.0,11,vibration,0.2071,260.0
0,260.0,11,temperature,72.6435,260.0
0,260.0,11,pressure,31.6849,260.0
0,260.0,11,humidity,45.6536,260.0
0,270.0,0,torque,49.3469,270.0
0,270.0,0,vibration,0.1716,270.0
0,270.0,0,temperature,69.8708,270.0
0,270.0,0,pressure,31.01,270.0
0,270.0,0,humidity,45.0443,270.0
0,270.0,1,torque,48.4048,270.0
0,270.0,1,vibration,0.225,270.0
0,270.0,1,temperature,68.4163,270.0
0,270.0,1,pressure,25.8078,270.0
0,270.0,1,humidity,44.8176,270.0
0,270.0,2,torque,50.9072,270.0
0,270.0,2,vibration,0.178,270.0
0,270.0,2,temperature,68.8618,270.0
0,270.0,2,pressure,30.3558,270.0
0,270.0,2,humidity,43.8213,270.0
0,270.0,3,torque,50.0933,270.0
0,270.0,3,vibration,0.1797,270.0
0,270.0,3,temperature,70.6563,270.0
0,270.0,3,pressure,31.489,270.0
0,270.0,3,humidity,45.7104,270.0
0,270.0,5,torque,48.3201,270.0
0,270.0,5,vibration,0.2275,270.0
0,270.0,5,temperature,72.961,270.0
0,270.0,5,pressure,31.4369,270.0
0,270.0,5,humidity,46.2259,270.0
0,270.0,6,torque,50.064,270.0
0,270.0,6,vibration,0.1797,270.0
0,270.0,6,temperature,71.0261,270.0
0,270.0,6,pressure,33.165,270.0
0,270.0,6,humidity,44.584,270.0
0,270.0,7,torque,50.0901,270.0
0,270.0,7,vibration,0.2238,270.0
0,270.0,7,temperature,72.5998,270.0
0,270.0,7,pressure,33.4484,270.0
0,270.0,7,humidity,42.2796,270.0
0,270.0,8,torque,49.6329,270.0
0,270.0,8,vibration,0.1661,270.0
0,270.0,8,temperature,69.5248,270.0
0,270.0,8,pressure,31.3507,270.0
0,270.0,8,humidity,45.3559,270.0
0,270.0,10,torque,51.0612,270.0
0,270.0,10,vibration,0.1527,270.0
0,270.0,10,temperature,69.839,270.0
0,270.0,10,pressure,28.0474,270.0
0,270.0,10,humidity,42.627,270.0
0,270.0,11,torque,50.2522,270.0
0,270.0,11,vibration,0.1496,270.0
0,270.0,11,temperature,67.1594,270.0
0,270.0,11,pressure,29.5347,270.0
0,270.0,11,humidity,45.1035,270.0
0,280.0,0,torque,48.4043,280.0
0,280.0,0,vibration,0.2198,280.0
0,280.0,0,temperature,69.41,280.0
0,280.0,0,pressure,29.8333,280.0
0,280.0,0,humidity,43.6927,280.0
0,280.0,1,torque,49.9634,280.0
0,280.0,1,vibration,0.1988,280.0
0,280.0,1,temperature,72.7353,280.0
0,280.0,1,pressure,32.7995,280.0
0,280.0,1,humidity,44.3016,280.0
0,280.0,2,torque,48.3086,280.0
0,280.0,2,vibration,0.2288,280.0
0,280.0,2,temperature,70.8111,280.0
0,280.0,2,pressure,29.6782,280.0
0,280.0,2,humidity,45.1728,280.0
0,280.0,3,torque,54.3881,280.0
0,280.0,3,vibration,0.2265,280.0
0,280.0,3,temperature,71.0167,280.0
0,280.0,3,pressure,32.4754,280.0
0,280.0,3,humidity,45.3732,280.0
0,280.0,5,torque,50.1984,280.0
0,280.0,5,vibration,0.21,280.0
0,280.0,5,temperature,70.143,280.0
0,280.0,5,pressure,30.2565,280.0
0,280.0,5,humidity,46.4096,280.0
0,280.0,6,torque,49.8396,280.0
0,280.0,6,vibration,0.1681,280.0
0,280.0,6,temperature,69.607,280.0
0,280.0,6,pressure,29.9699,280.0
0,280.0,6,humidity,44.7268,280.0
0,280.0,7,torque,50.736,280.0
0,280.0,7,vibration,0.158,280.0
0,280.0,7,temperature,68.2694,280.0
0,280.0,7,pressure,32.44,280.0
0,280.0,7,humidity,42.7434,280.0
0,280.0,8,torque,49.2716,280.0
0,280.0,8,vibration,0.1936,280.0
0,280.0,8,temperature,66.7959,280.0
0,280.0,8,pressure,29.1261,280.0
0,280.0,8,humidity,45.884,280.0
0,280.0,10,torque,48.5528,280.0
0,280.0,10,vibration,0.227,280.0
0,280.0,10,temperature,67.4578,280.0
0,280.0,10,pressure,34.6608,280.0
0,280.0,10,humidity,44.1434,280.0
0,280.0,11,torque,48.1838,280.0
0,280.0,11,vibration,0.1859,280.0
0,280.0,11,temperature,68.2356,280.0
0,280.0,11,pressure,28.8461,280.0
0,280.0,11,humidity,45.441,280.0
0,290.0,0,torque,49.7856,290.0
0,290.0,0,vibration,0.1929,290.0
0,290.0,0,temperature,66.8823,290.0
0,290.0,0,pressure,30.0196,290.0
0,290.0,0,humidity,44.1734,290.0
0,290.0,1,torque,49.7566,290.0
0,290.0,1,vibration,0.2265,290.0
0,290.0,1,temperature,71.2486,290.0
0,290.0,1,pressure,27.8137,290.0
0,290.0,1,humidity,43.9514,290.0
0,290.0,2,torque,50.4128,290.0
0,290.0,2,vibration,0.2603,290.0
0,290.0,2,temperature,68.1954,290.0
0,290.0,2,pressure,30.7342,290.0
0,290.0,2,humidity,44.9126,290.0
0,290.0,3,torque,50.5068,290.0
0,290.0,3,vibration,0.1319,290.0
0,290.0,3,temperature,71.9695,290.0
0,290.0,3,pressure,29.072,290.0
0,290.0,3,humidity,44.9118,290.0
0,290.0,5,torque,49.4899,290.0
0,290.0,5,vibration,0.1865,290.0
0,290.0,5,temperature,69.7638,290.0
0,290.0,5,pressure,32.8685,290.0
0,290.0,5,humidity,47.2586,290.0
0,290.0,6,torque,50.6789,290.0
0,290.0,6,vibration,0.179,290.0
0,290.0,6,temperature,72.069,290.0
0,290.0,6,pressure,32.4918,290.0
0,290.0,6,humidity,45.0123,290.0
0,290.0,7,torque,49.8526,290.0
0,290.0,7,vibration,0.228,290.0
0,290.0,7,temperature,74.9439,290.0
0,290.0,7,pressure,31.682,290.0
0,290.0,7,humidity,43.383,290.0
0,290.0,8,torque,50.6917,290.0
0,290.0,8,vibration,0.1563,290.0
0,290.0,8,temperature,71.531,290.0
0,290.0,8,pressure,26.9954,290.0
0,290.0,8,humidity,45.4712,290.0
0,290.0,10,torque,51.1821,290.0
0,290.0,10,vibration,0.1888,290.0
0,290.0,10,temperature,72.0754,290.0
0,290.0,10,pressure,30.2036,290.0
0,290.0,10,humidity,43.1239,290.0
0,290.0,11,torque,50.1852,290.0
0,290.0,11,vibration,0.2215,290.0
0,290.0,11,temperature,71.6137,290.0
0,290.0,11,pressure,26.4174,290.0
0,290.0,11,humidity,46.3399,290.0
0,300.0,0,torque,50.5534,300.0
0,300.0,0,vibration,0.2514,300.0
0,300.0,0,temperature,71.7737,300.0
0,300.0,0,pressure,31.7448,300.0
0,300.0,0,humidity,45.2497,300.0
0,300.0,1,torque,51.3211,300.0
0,300.0,1,vibration,0.1936,300.0
0,300.0,1,temperature,68.3206,300.0
0,300.0,1,pressure,30.3075,300.0
0,300.0,1,humidity,43.7533,300.0
0,300.0,2,torque,50.5774,300.0
0,300.0,2,vibration,0.2062,300.0
0,300.0,2,temperature,70.1607,300.0
0,300.0,2,pressure,28.6759,300.0
0,300.0,2,humidity,45.5108,300.0
0,300.0,3,torque,49.5617,300.0
0,300.0,3,vibration,0.2256,300.0
0,300.0,3,temperature,72.1499,300.0
0,300.0,3,pressure,31.1499,300.0
0,300.0,3,humidity,43.8976,300.0
0,300.0,5,torque,50.0297,300.0
0,300.0,5,vibration,0.2127,300.0
0,300.0,5,temperature,69.1751,300.0
0,300.0,5,pressure,34.633,300.0
0,300.0,5,humidity,46.7653,300.0
0,300.0,6,torque,48.6904,300.0
0,300.0,6,vibration,0.2026,300.0
0,300.0,6,temperature,70.6136,300.0
0,300.0,6,pressure,31.5073,300.0
0,300.0,6,humidity,44.3517,300.0
0,300.0,7,torque,49.5214,300.0
0,300.0,7,vibration,0.1585,300.0
0,300.0,7,temperature,70.7374,300.0
0,300.0,7,pressure,29.7436,300.0
0,300.0,7,humidity,42.5919,300.0
0,300.0,8,torque,53.0066,300.0
0,300.0,8,vibration,0.2368,300.0
0,300.0,8,temperature,71.0223,300.0
0,300.0,8,pressure,29.2528,300.0
0,300.0,8,humidity,44.6998,300.0
0,300.0,10,torque,49.4897,300.0
0,300.0,10,vibration,0.1913,300.0
0,300.0,10,temperature,67.7845,300.0
0,300.0,10,pressure,33.2642,300.0
0,300.0,10,humidity,44.3983,300.0
0,300.0,11,torque,53.3043,300.0
0,300.0,11,vibration,0.1827,300.0
0,300.0,11,temperature,67.5521,300.0
0,300.0,11,pressure,34.5774,300.0
0,300.0,11,humidity,46.4554,300.0
0,310.0,0,torque,49.2054,310.0
0,310.0,0,vibration,0.1706,310.0
0,310.0,0,temperature,67.1626,310.0
0,310.0,0,pressure,26.9171,310.0
0,310.0,0,humidity,45.0555,310.0
0,310.0,1,torque,48.3004,310.0
0,310.0,1,vibration,0.2303,310.0
0,310.0,1,temperature,67.5213,310.0
0,310.0,1,pressure,29.7078,310.0
0,310.0,1,humidity,45.1163,310.0
0,310.0,2,torque,49.0977,310.0
0,310.0,2,vibration,0.2135,310.0
0,310.0,2,temperature,69.4348,310.0
0,310.0,2,pressure,30.3055,310.0
0,310.0,2,humidity,45.4195,310.0
0,310.0,3,torque,48.2532,310.0
0,310.0,3,vibration,0.2134,310.0
0,310.0,3,temperature,67.2607,310.0
0,310.0,3,pressure,27.7799,310.0
0,310.0,3,humidity,44.2513,310.0
0,310.0,5,torque,48.4295,310.0
0,310.0,5,vibration,0.1458,310.0
0,310.0,5,temperature,70.3415,310.0
0,310.0,5,pressure,33.6031,310.0
0,310.0,5,humidity,48.8287,310.0
0,310.0,6,torque,51.3263,310.0
0,310.0,6,vibration,0.1748,310.0
0,310.0,6,temperature,70.1346,310.0
0,310.0,6,pressure,29.0031,310.0
0,310.0,6,humidity,45.2973,310.0
0,310.0,7,torque,50.2638,310.0
0,310.0,7,vibration,0.2087,310.0
0,310.0,7,temperature,71.5581,310.0
0,310.0,7,pressure,28.4703,310.0
0,310.0,7,humidity,43.3874,310.0
0,310.0,8,torque,48.4891,310.0
0,310.0,8,vibration,0.2083,310.0
0,310.0,8,temperature,71.7727,310.0
0,310.0,8,pressure,35.8395,310.0
0,310.0,8,humidity,45.0709,310.0
0,310.0,10,torque,50.3176,310.0
0,310.0,10,vibration,0.19,310.0
0,310.0,10,temperature,72.9457,310.0
0,310.0,10,pressure,27.0665,310.0
0,310.0,10,humidity,44.1661,310.0
0,310.0,11,torque,51.1247,310.0
0,310.0,11,vibration,0.2088,310.0
0,310.0,11,temperature,70.8161,310.0
0,310.0,11,pressure,31.2093,310.0
0,310.0,11,humidity,46.5342,310.0
0,320.0,0,torque,49.3539,320.0
0,320.0,0,vibration,0.2283,320.0
0,320.0,0,temperature,66.8212,320.0
0,320.0,0,pressure,28.3543,320.0
0,320.0,0,humidity,45.5528,320.0
0,320.0,1,torque,51.2158,320.0
0,320.0,1,vibration,0.1914,320.0
0,320.0,1,temperature,72.8831,320.0
0,320.0,1,pressure,31.3747,320.0
0,320.0,1,humidity,44.4552,320.0
0,320.0,2,torque,50.0405,320.0
0,320.0,2,vibration,0.196,320.0
0,320.0,2,temperature,68.1718,320.0
0,320.0,2,pressure,30.7117,320.0
0,320.0,2,humidity,46.3718,320.0
0,320.0,3,torque,47.3349,320.0
0,320.0,3,vibration,0.2105,320.0
0,320.0,3,temperature,70.6548,320.0
0,320.0,3,pressure,29.4016,320.0
0,320.0,3,humidity,43.284,320.0
0,320.0,5,torque,51.037,320.0
0,320.0,5,vibration,0.168,320.0
0,320.0,5,temperature,67.0614,320.0
0,320.0,5,pressure,27.4197,320.0
0,320.0,5,humidity,47.661,320.0
0,320.0,6,torque,51.1046,320.0
0,320.0,6,vibration,0.2238,320.0
0,320.0,6,temperature,69.9772,320.0
0,320.0,6,pressure,29.7053,320.0
0,320.0,6,humidity,44.4915,320.0
0,320.0,7,torque,52.2999,320.0
0,320.0,7,vibration,0.2203,320.0
0,320.0,7,temperature,71.9065,320.0
0,320.0,7,pressure,27.3156,320.0
0,320.0,7,humidity,43.5572,320.0
0,320.0,8,torque,53.7164,320.0
0,320.0,8,vibration,0.1895,320.0
0,320.0,8,temperature,68.9788,320.0
0,320.0,8,pressure,24.9091,320.0
0,320.0,8,humidity,44.8798,320.0
0,320.0,10,torque,51.8942,320.0
0,320.0,10,vibration,0.1528,320.0
0,320.0,10,temperature,72.9947,320.0
0,320.0,10,pressure,34.1612,320.0
0,320.0,10,humidity,43.7741,320.0
0,320.0,11,torque,50.9654,320.0
0,320.0,11,vibration,0.2048,320.0
0,320.0,11,temperature,69.2076,320.0
0,320.0,11,pressure,32.4145,320.0
0,320.0,11,humidity,46.7422,320.0
0,330.0,0,torque,51.4119,330.0
0,330.0,0,vibration,0.19,330.0
0,330.0,0,temperature,69.1729,330.0
0,330.0,0,pressure,27.1239,330.0
0,330.0,0,humidity,45.565,330.0
0,330.0,1,torque,50.0326,330.0
0,330.0,1,vibration,0.1912,330.0
0,330.0,1,temperature,71.0176,330.0
0,330.0,1,pressure,29.0157,330.0
0,330.0,1,humidity,45.4424,330.0
0,330.0,2,torque,48.1984,330.0
0,330.0,2,vibration,0.2001,330.0
0,330.0,2,temperature,70.9477,330.0
0,330.0,2,pressure,26.8864,330.0
0,330.0,2,humidity,46.6339,330.0
0,330.0,3,torque,47.7869,330.0
0,330.0,3,vibration,0.2066,330.0
0,330.0,3,temperature,73.2988,330.0
0,330.0,3,pressure,31.4167,330.0
0,330.0,3,humidity,43.7581,330.0
0,330.0,5,torque,49.4933,330.0
0,330.0,5,vibration,0.1998,330.0
0,330.0,5,temperature,69.4545,330.0
0,330.0,5,pressure,25.8665,330.0
0,330.0,5,humidity,47.8835,330.0
